EntrezID	Gene_Symbol	all_GeneEffect_avg	all_GeneEffect_median	all_GeneDependency_avg	all_GeneDependency_median
1	A1BG	-0.040622319840654	-0.0449844562176373	0.0394229183223674	0.029951425331488
29974	A1CF	-0.0896257561176307	-0.0623595717775274	0.0774919807734994	0.0367586052558068
2	A2M	0.0290563460018064	0.0327105417113255	0.0257551001706406	0.015995352339266
144568	A2ML1	0.119425601195359	0.112677081048479	0.0121080137137936	0.0078808338651999
127550	A3GALT2	-0.100139360510956	-0.0907436630541945	0.0729275324983599	0.0428132713917478
53947	A4GALT	-0.0713330296683347	-0.0649439563025978	0.0628226825025977	0.0376080985640019
51146	A4GNT	0.0834207758577253	0.0846758450926706	0.0162839707647828	0.0101419868531565
8086	AAAS	-0.209487981851248	-0.187500832582302	0.170329545390103	0.114033081007796
65985	AACS	-0.00973916827737475	0.0144562829840671	0.047550323626684	0.018737813907553
13	AADAC	0.115489246946922	0.129939187782294	0.0164160897976583	0.00728330812315745
344752	AADACL2	0.0202253617694045	0.0245447172622429	0.0247464698816932	0.0182410603513199
126767	AADACL3	0.0505492311449822	0.0569501560194962	0.0297120139391149	0.0114742152044686
343066	AADACL4	0.0691226434715921	0.0573121330338493	0.016064922719146	0.0135489268958288
51166	AADAT	-0.0252552294578354	0.00035245008566995	0.0445451511462823	0.02140406042166
79719	AAGAB	0.0386400946799729	0.061372550233035	0.0339428867130436	0.014027059093302
22848	AAK1	-0.146963308281932	-0.150551718000572	0.0863645665143214	0.07473976346828
28971	AAMDC	-0.0439707463375725	-0.0475953280011061	0.0392033816317526	0.0328442788981093
14	AAMP	-1.24069113915208	-1.25460244059782	0.931454599234904	0.981334695811764
15	AANAT	-0.0992279716954627	-0.097275656800273	0.0666345708012062	0.051957339681145
25980	AAR2	0.00497335051163766	0.0222844859169571	0.0486078487207569	0.0172587589803254
441376	AARD	-0.175928794987848	-0.172125156961531	0.110089025774482	0.100513904717497
16	AARS1	-2.09528914847548	-2.13490755164914	0.998135576072089	1
57505	AARS2	-0.448020496759474	-0.434972076418708	0.447281765867724	0.401121571594052
80755	AARSD1	-0.216116137874386	-0.202399375100197	0.155318409017287	0.123332261211528
132949	AASDH	-0.0809434458300425	-0.0958187842659506	0.0585800316708523	0.0483938370776338
60496	AASDHPPT	-0.262976493858131	-0.262419592775596	0.239562755387322	0.172532845073984
10157	AASS	0.0649361776509216	0.05820830176281	0.0214896612938491	0.0131163039625653
26574	AATF	-0.848530373318265	-0.84056166337551	0.818471657055829	0.886752720887691
9625	AATK	-0.15617731198006	-0.156414889838869	0.105593450233427	0.0801876536079773
18	ABAT	0.0058615221024138	0.0247889044519171	0.0327822157935228	0.0209816818633584
19	ABCA1	-0.00837713671494433	-0.0064389335960613	0.0319876260479975	0.0267703874733001
10349	ABCA10	-0.0446393284801766	-0.0339872553935133	0.0521136803997166	0.0364150820077244
26154	ABCA12	0.0403744408367174	0.0367642824094067	0.0323665386316381	0.0166143525686029
154664	ABCA13	0.00584968259136971	0.00327185558503755	0.0300932502657157	0.0195996628021819
20	ABCA2	-0.0426851132849692	-0.0440968253510709	0.0451247073782479	0.0316065152850122
21	ABCA3	0.0348637756280976	0.0441936011602112	0.0287970645983829	0.0135265293464511
24	ABCA4	-0.173817241470439	-0.178560004439088	0.117944795779855	0.0863319231725733
23461	ABCA5	0.0265309164803182	0.0287248591527975	0.0267586844580411	0.0159309444590735
23460	ABCA6	0.0935271217557089	0.0954581653939437	0.0264596175566569	0.00973435985427275
10347	ABCA7	0.0293955691397737	0.0313569710655201	0.0263148013606168	0.0158669438570389
10351	ABCA8	0.0143049418871247	0.0073233942941398	0.0263529768323292	0.0200818837424287
10350	ABCA9	0.0992294486900967	0.0951227687327794	0.0263735728711316	0.00898937879092595
5243	ABCB1	-0.1010688137706	-0.107898265578832	0.0721724027215504	0.0565508460824488
23456	ABCB10	-0.00736605726362298	0.00690018226145415	0.0490267018313802	0.021231052499854
8647	ABCB11	-0.0423272132700928	-0.0449464302289099	0.0452430505987701	0.0290226196764507
5244	ABCB4	-0.0430168603584986	-0.0621431340810567	0.0487940454436168	0.0413779651617
340273	ABCB5	0.0242287673932309	0.00654525993648225	0.032967795307536	0.0194591691021155
10058	ABCB6	0.00155876166510941	0.0208149472566107	0.033428299434365	0.0155141642756028
22	ABCB7	-1.04060237024902	-1.04874458285751	0.861051087053395	0.960586255794386
11194	ABCB8	0.0634731841575222	0.0576666259120393	0.0233161939211684	0.0097581181908415
23457	ABCB9	-0.0199707828270663	-0.0345693941071381	0.0351456710958001	0.0258226693175988
4363	ABCC1	0.0356327037822989	0.0395555658562781	0.0235851671994083	0.0155129184681592
89845	ABCC10	-0.181253515750158	-0.17858518985609	0.124003172349875	0.106653359041054
85320	ABCC11	0.0482974159650757	0.0503956088335196	0.0228501895212759	0.0130115665932997
94160	ABCC12	0.0674574520494409	0.0680305835075163	0.0159806402735137	0.0123168353803807
1244	ABCC2	-0.0353410340973418	-0.0272623368345682	0.0421423478264645	0.0292781557968205
8714	ABCC3	-0.0474704782538101	-0.0615711606945734	0.0485583391344936	0.0373384760103919
10257	ABCC4	0.147683104353763	0.16151305459566	0.0133839020214235	0.00538838027486605
10057	ABCC5	0.0568629902077087	0.0425320784355296	0.025055814088746	0.0142748346823827
368	ABCC6	-0.0281368058340312	-0.033388244794906	0.0324549706883942	0.0314279463732653
6833	ABCC8	0.0604776743769372	0.0530037902204503	0.0190472373392141	0.0132183012987083
10060	ABCC9	-0.0209197020187052	-0.0121573499046425	0.0383261390068432	0.0250546647935354
215	ABCD1	-0.152287066420221	-0.141765669868703	0.122181181247759	0.0819597080331014
225	ABCD2	-0.00824757765371898	-0.0163882099485788	0.0328484063346839	0.0264919557592636
5825	ABCD3	-0.152092043551911	-0.161680170331383	0.112167162386268	0.0921991630484711
