EntrezID	Gene_Symbol	all_GeneEffect_avg	all_GeneEffect_median	all_GeneDependency_avg	all_GeneDependency_median
1	A1BG	-0.0730194390604536	-0.0878220008323784	0.0573794076441636	0.0489313906975066
29974	A1CF	-0.0439982091091635	-0.0386358358605811	0.0489669124082829	0.0253883889170387
2	A2M	0.0258830437337371	0.0393594394383189	0.0254765601891312	0.0178590366635131
144568	A2ML1	0.118302053033612	0.116032420705031	0.0114055572520847	0.0103443742471794
127550	A3GALT2	-0.177442381019328	-0.162936889174618	0.111416840654342	0.0860926139804612
53947	A4GALT	-0.041882235252497	-0.0069487397569795	0.0509338632361937	0.0262909079888934
51146	A4GNT	0.042196572156718	0.0536414355189135	0.0200107969600788	0.0147157999381364
8086	AAAS	-0.235443708519577	-0.19717617142606	0.195139528480639	0.101617808974234
65985	AACS	-0.0253965872264081	-0.005548703332626	0.0347136301714538	0.0255755606305212
13	AADAC	0.153057939160263	0.146700820519896	0.00942600088554398	0.0083900572625143
344752	AADACL2	0.0239279922900022	0.0203548849687478	0.0263024474620795	0.0191030228711788
126767	AADACL3	0.111676652875738	0.100097958420511	0.0124915622452886	0.0101831513882249
343066	AADACL4	0.0688967141701491	0.0567104567481358	0.0167720039701688	0.0130147280646427
51166	AADAT	-0.0734325890829585	-0.0807926188689868	0.0502749653859275	0.0407029763922865
79719	AAGAB	0.0568431085787324	0.0396238936099465	0.0211457905825023	0.018919689991492
22848	AAK1	-0.164027448138383	-0.174714771100828	0.108815560052453	0.0767868159503119
28971	AAMDC	-0.0621175729607153	-0.062995779578783	0.0448945484785132	0.0373525195955199
14	AAMP	-1.16090867505632	-1.16979069983749	0.929398116425792	0.972260912918137
15	AANAT	-0.116020820728972	-0.108941367005894	0.0681549880683271	0.0560387775130804
25980	AAR2	0.000379325155216056	0.0156224565674616	0.0318203152695133	0.0241199390294185
441376	AARD	-0.21637390068715	-0.240325340168685	0.137929331104378	0.124181306184826
16	AARS1	-2.10218950584837	-2.07025202409756	0.999682524457065	1
57505	AARS2	-0.324819951791835	-0.222905860022592	0.321400211760417	0.134081685109265
80755	AARSD1	-0.220942688902951	-0.217350194597522	0.151508951525841	0.138712046207677
132949	AASDH	-0.0497511820900612	-0.0522488825909644	0.0434071991345454	0.0388654007083802
60496	AASDHPPT	-0.192647439928647	-0.182930317326279	0.179630112642736	0.0886877019162996
10157	AASS	0.0386436798578602	0.0200410505666557	0.0234407182381485	0.0218711864667686
26574	AATF	-0.892034001087578	-0.901958981389109	0.865579040963178	0.897446602873746
9625	AATK	-0.188019975601393	-0.194962060165162	0.130390214227924	0.121031066463214
