EntrezID	Gene_Symbol	all_GeneEffect_avg	all_GeneEffect_median	all_GeneDependency_avg	all_GeneDependency_median
1	A1BG	-0.0841467133398958	-0.0733422414436994	0.0625334339315557	0.0396497353124038
29974	A1CF	-0.0286048924658128	-0.0271512546501112	0.0354529848849317	0.0269389783556708
2	A2M	0.0512857295804762	0.0539843442563223	0.0175051379402989	0.0139334465029519
144568	A2ML1	0.128548478145162	0.115493874923102	0.0118623091725311	0.00681280716267625
127550	A3GALT2	-0.13458502686471	-0.127395687932789	0.0855105641213863	0.0631680143507725
53947	A4GALT	-0.0500895092180553	-0.0548106883251078	0.0536500186234399	0.0343749504001827
51146	A4GNT	0.0599050728448251	0.0482247006809185	0.0228244545802808	0.0151546750444039
8086	AAAS	-0.255870178059854	-0.21431384287869	0.221413716524442	0.125067143103614
65985	AACS	0.0128217346912254	0.0182060743601223	0.0271873344966349	0.0187916724708539
13	AADAC	0.162253971532107	0.151858748365531	0.00754559372849286	0.00632098882206595
344752	AADACL2	0.0451762617740993	0.03145068367554	0.019388284285096	0.015522406511837
126767	AADACL3	0.0906965681682422	0.0667870265548398	0.0182143791405053	0.00902318294624485
343066	AADACL4	0.0758564345160485	0.0622968247848714	0.0154875905024695	0.0111609178543113
51166	AADAT	-0.027969872821883	-0.0112045708393231	0.046236144369623	0.0319386683871407
79719	AAGAB	-0.000746476830710313	0.0141006760832012	0.0363396296576878	0.0199078085107647
22848	AAK1	-0.12786692673335	-0.127128573475144	0.0882406830121269	0.0685570165109475
28971	AAMDC	-0.0630045235597978	-0.0695371755259132	0.0501117900831948	0.0435293535334428
14	AAMP	-1.2186369609179	-1.22557622199237	0.950579655774061	0.981701335233638
15	AANAT	-0.136800468823808	-0.120807961116121	0.101895728268949	0.0679925077418509
25980	AAR2	0.0312137788572977	0.00613285314002455	0.0286497368595526	0.0217685449182779
441376	AARD	-0.185233673321353	-0.176206303086609	0.13433645309663	0.107472444578614
16	AARS1	-2.21958143921871	-2.18551482277269	0.999872425730445	1
57505	AARS2	-0.46683103492893	-0.422165422701254	0.498582144263727	0.437005370568297
80755	AARSD1	-0.223873973372063	-0.199524409496305	0.173698678408592	0.129596285069654
132949	AASDH	-0.0727506326519494	-0.0829201305155293	0.0600981912461054	0.0448168757183896
60496	AASDHPPT	-0.222973083816604	-0.230173817602336	0.227465652520126	0.158602191159984
10157	AASS	0.0211107616502374	0.040404052738581	0.0394854854229514	0.0163267229569411
26574	AATF	-0.833989818617457	-0.843210333730094	0.840613368209427	0.919579786374978
9625	AATK	-0.214008954848356	-0.198173904541249	0.157910951023327	0.115227601305409
18	ABAT	0.00114247245989766	0.00136104149766705	0.030583351797106	0.0200512110461847
19	ABCA1	-0.00531066896502897	-0.00022704924391865	0.0376390563553594	0.0215095335259612
10349	ABCA10	-0.02963288921624	-0.0210874312052302	0.0427725429376633	0.0281442980584743
26154	ABCA12	0.0180530298960568	0.0279927205548445	0.0291726496172027	0.0166961763089125
154664	ABCA13	-0.00050617830605771	0.0036644178597999	0.0292687101469372	0.021505595587877
20	ABCA2	-0.0568283358216277	-0.0658544142572609	0.0498862067579061	0.035660005617479
21	ABCA3	0.00235789102981243	0.0064791415331909	0.0293536934985005	0.0203514257233256
24	ABCA4	-0.25456387520709	-0.239415516965365	0.190422356152848	0.160609984030495
23461	ABCA5	0.005776655329812	0.00771448921231105	0.0285201541031912	0.0214612797728964
23460	ABCA6	0.030674045728947	0.0358029468215031	0.0293771822038089	0.0171707873280846
10347	ABCA7	0.0334898517366032	0.0181040779156219	0.0242841096695059	0.0174890248638323
10351	ABCA8	-0.0158582448269977	-0.0203661450017942	0.0369558541309485	0.0255511857584304
10350	ABCA9	0.0906835578816488	0.0853558831970602	0.0170965283385714	0.0080699273764329
5243	ABCB1	-0.0913331270456273	-0.0928398263582023	0.064633377292195	0.0481404412854089
23456	ABCB10	0.00920434589700609	-0.00573282832054075	0.0470436929184821	0.0220091363854088
8647	ABCB11	-0.0620167735718922	-0.0451304269970725	0.0510392249940011	0.0327672424533978
5244	ABCB4	-0.0276585971450013	-0.0202970706946499	0.0370708314826793	0.0271783889200929
340273	ABCB5	0.0412491646555902	0.0272334148651769	0.0241809611027316	0.0163809383816881
10058	ABCB6	0.0459490795589217	0.0382703449914414	0.0207308076003676	0.0134247896694128
22	ABCB7	-1.25299315115923	-1.28200900614981	0.908738135528829	0.984014102792218
11194	ABCB8	0.0461555980213529	0.0379623346931174	0.022728891607749	0.0143882741217418
23457	ABCB9	-0.0652098513200451	-0.0791806385994087	0.0547013791016833	0.0437590951717719
4363	ABCC1	-0.00663602349890404	0.00535188091093655	0.0373768850327356	0.0201814383907939
89845	ABCC10	-0.18253774998013	-0.167443361267104	0.132391577091143	0.0894802550951045
85320	ABCC11	-0.00258138288949258	-0.0008898672546002	0.0288153032755447	0.0263037259784387
94160	ABCC12	0.0434253736474986	0.041579131941817	0.0205272856177869	0.0150675838559828
1244	ABCC2	-0.0156371088968074	-0.00960973309287835	0.0354693414140105	0.0238005377657012
8714	ABCC3	-0.0328491023733881	-0.0337685587781743	0.040474530321064	0.0294891195012127
10257	ABCC4	0.170094607900742	0.170068973330374	0.00794003990803383	0.00488720497380535
10057	ABCC5	0.0150170986325073	0.0187399423276029	0.033978063166656	0.0198729886916176
368	ABCC6	-0.0385195171409943	-0.0347911628659294	0.0460223081891763	0.034509520381812
6833	ABCC8	0.0619843879369365	0.074198275822477	0.0175351704372277	0.0133730411399101
10060	ABCC9	-0.0514587062676094	-0.0584797175506599	0.043970820549353	0.0330637554874613
215	ABCD1	-0.180360340410415	-0.150447999814296	0.15626326646809	0.0874941118802963
225	ABCD2	-0.0339823217971147	-0.0316390110404412	0.0448118019722204	0.0289105253990595
5825	ABCD3	-0.15064505141125	-0.173100113021784	0.111999017878766	0.0998753130951874
5826	ABCD4	-0.0844378786145073	-0.0606670176709563	0.0669710598935173	0.0357981494430571
6059	ABCE1	-2.31844214705618	-2.29096652615059	0.999707892286452	1
23	ABCF1	-1.18860801896527	-1.17589222461796	0.952303158055767	0.978657210425901
55324	ABCF3	0.0505910004331644	0.0504429592449741	0.022305263782307	0.0140431444040049
9619	ABCG1	0.0576117082231863	0.0631196264097394	0.0180413083532327	0.0139078774082064
9429	ABCG2	0.0734466053755133	0.0678518802651666	0.0172686204261116	0.0114823933949218
64137	ABCG4	0.051778515219426	0.0618065718427077	0.0214760354144783	0.0131245904439789
64240	ABCG5	0.06092786425538	0.0530953229507005	0.0191974474842639	0.0147950885037441
64241	ABCG8	0.00583020626231815	0.003431186537517	0.0279575406690129	0.0195225001325511
84696	ABHD1	0.0629065095738963	0.0521692008902666	0.0172753586081973	0.0134926619535734
55347	ABHD10	0.0545072525560854	0.03086888317859	0.0218025286288908	0.0158878797116451
83451	ABHD11	-0.296037550709578	-0.278116318298617	0.279895398294206	0.191009466869889
26090	ABHD12	0.0602673517394553	0.0576223209207242	0.0200521983851658	0.011404132033204
145447	ABHD12B	0.0929488669697708	0.0970090018140388	0.0187052019893695	0.0139438268778741
84945	ABHD13	-0.0361543231583759	-0.0331735274790497	0.0492345571643358	0.0257469751550351
25864	ABHD14A	0.0347448770828181	0.0404175444828276	0.0214290640253534	0.0136249638275436
84836	ABHD14B	0.0286485612434415	0.0151291746419594	0.0242073333775415	0.0181401866081159
116236	ABHD15	-0.265974806060863	-0.246132558331113	0.215751010851216	0.172976246795251
7920	ABHD16A	-0.0816365830995177	-0.0827538341727987	0.0587378674683886	0.0496224594343705
140701	ABHD16B	-0.0298368855112114	-0.033654166587845	0.0330853760579898	0.0293662888124906
81926	ABHD17A	-0.345407833525864	-0.340583094960251	0.328363742644078	0.303108359469321
